"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"1964481","14067611112000222001000000U7","ESCUELA PRIMARIA VALENTIN GOMEZ FARIAS","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","PABLO FRANCO","CALLE","J. ASCENCIO VILLASEÑOR","CALLE","ALDAMA","693",,"OTRO CONGLOMERADO","PLANTA BAJA",,,"COLONIA","LOMA BONITA","OTRO CONGLOMERADO","ESCUELA PUBLICA","693","48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2633","011","3222994822",,,"Fijo","20.66308685","-105.21076601","2010-07"
"1910776","14067611122001103000000000U7","ESCUELA PRIMARIA VEINTE DE NOVIEMBRE","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","JUAREZ","CALLE","ALDAMA","CALLE","ABASOLO","CALLE","MORELOS","627",,,,,,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1688","019",,"URB351@GMAIL.COM",,"Fijo","20.6110905","-105.23350085","2010-07"
"1965071","14067611122000092000000000U3","ESCUELA PRIMARIA VICENTE GUERRERO","SECRETARIA DE EDUCACION PÚBLICA ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","AMADO NERVO","PRIVADA","DE PEDRO MORENO","CALLE","G. PRIETO","CALLE","RÍO","135",,,,,,"COLONIA","EL REMANCE",,,,"48389","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2559","014",,"REMANCE022014@HOTMAIL.COM",,"Fijo","20.60201435","-105.22692875","2010-07"
"1934524","14067611632000035011000000U0","ESCUELA PUBLICA PARA LA FORMACION EN EL TRABAJO IDEFT","INSTITUTO DE FORMACIÓN PARA EL TRABAJO DEL ESTADO DE JALISCO ","611512","Escuelas del sector público dedicadas a la enseñanza de oficios","51 a 100 personas","CALLE","HERMENEGILDO GALEANA","PROLONGACION","FRANCISCO I. MADERO","CALLE","VENUSTIANO CARRANZA","CALLE","JOSEFA ORTIZ DE DOMÍNGUEZ","534",,,,,,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48290","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","1419","004","3222903200",,,"Fijo","20.70523961","-105.23941664","2010-07"
"1908246","14067611131000012011000000U2","ESCUELA SECUNDARIA COLEGIO LA LA MARINA","COLEGIO LA MARINA AC","611171","Escuelas del sector privado que combinan diversos niveles de educación","31 a 50 personas","CALLE","MAR DEL SUR","CALLE","OCEANO PACIFICO","CALLE","NINGUNO","CALLE","MAR BLANCO","607",,,,,,"COLONIA","EL PALMAR DE ARAMARA",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","082A","020","3222933375","COLEGIO_LAMARINA@HOTMAIL.COM",,"Fijo","20.65266261","-105.23450914","2010-07"
"1911230","14067611132000085000000000U6","ESCUELA SECUNDARIA FORANEA 29","SECRETARIA DE EDUCACION PÚBLICA ","611132","Escuelas de educación secundaria general del sector público","51 a 100 personas","CALLE","PASEO DEL MARLIN","PRIVADA","NINGUNO","CALZADA","DE LAS TORRES","CALLE","SAN NICOLÁS","175",,,,,,"COLONIA","FRACCIONAMIENTO LAS GAVIOTAS",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","001",,,,"Fijo","20.6388483","-105.21587426","2010-07"
"1934995","14067611142000034001000000U3","ESCUELA SECUNDARIA FORANEA MIXTA N49 IGNACIO LUIS VALLARTA OGAZÓN","SECRETARIA DE EDUCACION PÚBLICA ","611142","Escuelas de educación secundaria técnica del sector público","51 a 100 personas","CALLE","A IXTAPA","CALLE","JOAQUIN AMARO","CALLE","PLUTARCO ELIAS CALLES","CALLE","MORELOS","266",,,,"0",,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","0694","030","3222901369",,,"Fijo","20.69422918","-105.24306058","2010-07"
"1920984","14067611132000123000000000U5","ESCUELA SECUNDARIA GENERAL # 55 IGNACIO LUIS VALLARTA OGAZÓN","SECRETARIA DE EDUCACION PÚBLICA ","611132","Escuelas de educación secundaria general del sector público","11 a 30 personas","AVENIDA","REVOLUCION","CALLE","FRANCISCO VILLA","CALLE","SERAPIO RODRIGUEZ","CALLE","AQUILES SERDÁN","890",,,,,,"HACIENDA","LAS PALMAS DE ARRIBA",,,,"48260","14","JALISCO","067","Puerto Vallarta","0038","Las Palmas de Arriba","0904","001",,"ESCSSLGRAL55@YAHOO.COM.MX",,"Fijo","20.82625497","-105.10548803","2014-12"
"7499683","14067611142000113000000000U5","ESCUELA SECUNDARIA GENERAL 105 TURNO MATUTINO","SECRETARIA DE EDUCACION PÚBLICA SEP ","611132","Escuelas de educación secundaria general del sector público","11 a 30 personas","CALLE","LIBIA","CALLE","AMATISTA","CALLE","INDONESIA","CALLE","INDONESIA","1055",,,,,,"COLONIA","BRISAS DEL PACIFICO II",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1086","009",,,,"Fijo","20.66782245","-105.19485603","2019-11"
"1929571","14067611132000063001000000U3","ESCUELA SECUNDARIA GENERAL 105 TURNO VESPERTINO","SECRETARIA DE EDUCACION PÚBLICA SEP ","611132","Escuelas de educación secundaria general del sector público","11 a 30 personas","CALLE","LIBIA","CALLE","AMATISTA","CALLE","INDONESIA","CALLE","INDONESIA","1055",,,,,,"COLONIA","BRISAS DEL PACIFICO II",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1086","009","3222997069",,,"Fijo","20.66782245","-105.19485603","2014-12"
"1932630","14067611132000032000000000U8","ESCUELA SECUNDARIA GENERAL 119 GUILLERMO GONZALEZ CAMARENA","SECRETARIA DE EDUCACIÓN PÚBLICA DEL ESTADO DE JALISCO ","611132","Escuelas de educación secundaria general del sector público","31 a 50 personas","CALLE","PAVO REAL","CALLE","GAVIOTA","CALLE","FLAMINGO","CALLE","PELÍCANO","321",,,,,,"COLONIA","LOS TAMARINDOS",,,,"48282","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","0800","004","3222810769","SECUNDARIA.119@HOTMAIL.COM",,"Fijo","20.7143004","-105.21583484","2010-07"
"1779608","14067611132000104001000000U5","ESCUELA SECUNDARIA GENERAL 84 TURNO VESPERTINO","SECRETARIA DE EDUCACION PÚBLICA ","611132","Escuelas de educación secundaria general del sector público","11 a 30 personas","CALLE","MANANTLAN","CALLE","OBELISCO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","VEREDA","753",,,,"0",,"COLONIA","LAS CANOAS",,,,"48370","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0660","014",,,,"Fijo","20.59739597","-105.22344236","2014-12"
"1908256","14067611132000075001000000U7","ESCUELA SECUNDARIA GENERAL NO 60 TURNO VESPERTINO","SECRETARIA DE EDUCACION PUBLICA ","611132","Escuelas de educación secundaria general del sector público","31 a 50 personas","CALLE","UNIVERSO","CALLE","NINGUNO","AVENIDA","UNIVERSO","CALLE","UNIVERSO","165",,,,,,"COLONIA","LA AURORA",,,,"48338","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1743","024","3222240544","SECUNDARIAGENERAL60@PRODIGY.NET.MX",,"Fijo","20.65763042","-105.236247","2010-07"
"1965105","14067611132000053001000000U4","ESCUELA SECUNDARIA GENERAL60","SECRETARIA DE EDUCACION PUBLICA ","611132","Escuelas de educación secundaria general del sector público","51 a 100 personas","CALLE","UNIVERSO","CALLE","NINGUNO","AVENIDA","UNIVERSO","CALLE","UNIVERSO","165",,,,,,"COLONIA","LA AURORA",,,,"48338","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1743","024","3222240544","SECUNDARIAGENERAL60@PRODIGY.NET.MX",,"Fijo","20.65763042","-105.236247","2010-07"
"9072655","14067611142000145000000000U7","ESCUELA SECUNDARIA TECNICA 15","SECRETARIA DE LA HACIENDA PUBLICA ","611142","Escuelas de educación secundaria técnica del sector público","51 a 100 personas","CALLE","RIO SENA","AVENIDA","DE LOS GRANDES LAGOS","CALLE","LAGO BERNAL","CALLE","LAGO BERNAL","251",,,,,,"RESIDENCIAL","FLUVIAL VALLARTA",,,,"48312","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","049",,"EST15PESQUERA@HOTMAIL.COM",,"Fijo","20.65058951","-105.22688046","2019-11"
"1912688","14067611142000013001000000U7","ESCUELA SECUNDARIA TECNICA 3","SECRETARIA DE EDUCACION PUBLICA ","611142","Escuelas de educación secundaria técnica del sector público","51 a 100 personas","AVENIDA","EMILIANO ZAPATA","CALLE","JUAN ESCUTIA","CALLE","HEROES DE LA PATRIA","CALLE","LUIS DONALDO COLOSIO","350",,,,,,"COLONIA","VALENTIN GOMEZ FARIAS",,,,"48320","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0849","042","3222242587","E.S.T.3@HOTMAIL.COM",,"Fijo","20.62862892","-105.22428483","2010-07"
"1921573","14067611142000065000000000U7","ESCUELA SECUNDARIA TECNICA 56","SECRETARIA DE EDUCACION PÚBLICA ","611142","Escuelas de educación secundaria técnica del sector público","31 a 50 personas","PRIVADA","ALDAMA","CALLE","DEGOLLADO","PRIVADA","MATAMOROS","CIRCUITO","SAN FRANCISCO","260",,,,"0",,"COLONIA","IXTAPA",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","0637","051","3222810565",,,"Fijo","20.71669163","-105.20102598","2010-07"
"1773775","14067611142000094000000000U7","ESCUELA SECUNDARIA TECNICA 56 TURNO VESPERTINO","SECRETARIA DE EDUCACION PÚBLICA ","611142","Escuelas de educación secundaria técnica del sector público","31 a 50 personas","PRIVADA","ALDAMA","CALLE","DEGOLLADO","PRIVADA","MATAMOROS","CIRCUITO","SAN FRANCISCO","260",,,,"0",,"COLONIA","IXTAPA",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","0637","051",,,,"Fijo","20.7166829","-105.20102782","2014-12"
"1775280","14067611132000095011000000U5","ESCUELA SECUNDARIA TECNICA 81 MATUTINO","SECRETARIA DE EDUCACION PÚBLICA SEP ","611142","Escuelas de educación secundaria técnica del sector público","31 a 50 personas","CALLE","21 DE MARZO","CALLE","GENARO PADILLA","CALLE","ETZIQUIO CORONA","CALLE","24 DE JUNIO",,"SN",,,,,"COLONIA","BOBADILLA",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2614","010",,"ESCSECTEC81MV@HOTMAIL.COM",,"Fijo","20.66205113","-105.21728256","2010-07"
"1929359","14067611142000075001000000U6","ESCUELA SECUNDARIA TECNICA 81 VESPERTINO","SECRETARIA DE EDUCACION PÚBLICA SEP ","611142","Escuelas de educación secundaria técnica del sector público","31 a 50 personas","CALLE","21 DE MARZO","CALLE","GENARO PADILLA","CALLE","ETZIQUIO CORONA","CALLE","24 DE JUNIO",,"SN",,,,,"COLONIA","BOBADILLA",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2614","010",,"ESCSECTEC81MV@HOTMAIL.COM",,"Fijo","20.66207221","-105.21733815","2010-07"
"1929056","14067611142000045000000000U9","ESCUELA SECUNDARIA TECNICA NUMERO 132","SEJ SECRETARIA DE EDUCACION JALISCO ","611142","Escuelas de educación secundaria técnica del sector público","51 a 100 personas","CALLE","COREA DEL SUR","CALLE","PRIMERO DE JUNIO","CALLE","12 DE OCTUBRE","OTRO (ESPECIFIQUE)","NINGUNO","132",,,,,,"COLONIA","LOMAS DEL COAPINOLE",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1048","001","3222992372","14DST0140L@ESCUELA.SEJ.GOB.MX",,"Fijo","20.65262316","-105.20006773","2010-07"
"9359661","14067611621000531000000000U1","ESCUELA TAE KGANDO",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","CALLE","SIERRA ROCALLOSA","CALLE","BOLIVIA","CALLE","ECUADOR","CALLE","SIERRA AMATEPEC","369",,,,,,"COLONIA","LAZARO CARDENAS",,,,"48330","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0124","026",,,,"Fijo","20.62600263","-105.22664116","2021-05"
"1908935","14067611132000011001000000U2","ESCUELA TELESECUNDARIA JOSE VASCONCELOS CCT 14DTV0561H","ESCUELA SECUNDARIA JOSE VASCONCELOS ","611132","Escuelas de educación secundaria general del sector público","0 a 5 personas","AVENIDA","PLAYA GRANDE","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","NINGUNO","1256",,,,,,"COLONIA","RANCHO LA PRIMAVERA",,,,"48327","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1033","025",,,,"Fijo","20.64666704","-105.19463892","2010-07"
"1935761","14067611132000043000000000U5","ESCUELA TELESECUNDARIA PEDRO BRAVO RUIZ","SECRETARIA DE EDUCACION PÚBLICA SEP ","611132","Escuelas de educación secundaria general del sector público","11 a 30 personas","CALLE","DURANGO","CALLE","COLIMA","CALLE","JALISCO","CALLE","PASEO MAGNOLIA","473",,,,,,"COLONIA","MOJONERAS",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1955","001",,,,"Fijo","20.68592161","-105.22283915","2010-07"
"6475493","14067611132000171000000000U4","ESCUELA TELESECUNDARIA VICENTE GUERRERO","SECRETARIA DE EDUCACION PÚBLICA SEP ","611132","Escuelas de educación secundaria general del sector público","0 a 5 personas","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","SUE LYON","CALLE","SUE LYON","CALLE","SUE LYON","512","A",,,"0",,"LOCALIDAD","MISMALOYA",,,,"48294","14","JALISCO","067","Puerto Vallarta","0008","Mismaloya","0162","013",,,,"Fijo","20.52945255","-105.28571806","2016-01"
"1775608","14067611122000792000000000U8","ESCUELA URBANA 1174 IGNACIO ZARAGOZA SAGUAIN 14EPR1078T","SECRETARIA DE EDUCACION PÚBLICA SEP ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","10 DE MAYO","CALLE","8 DE AGOSTO","CALLE","FEDERACION","OTRO (ESPECIFIQUE)","NINGUNO","0","SN",,,"0",,"COLONIA","12 DEOCTUBRE",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1527","029",,,,"Fijo","20.67252346","-105.19627414","2010-07"
"1910019","14067611122000663001000000U1","ESCUELA URBANA 481 15 DE MAYO","14EPRO434L ","611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","URUGUAY","CALLE","COLOMBIA","CALLE","PERU","CALLE","PANAMÁ","225",,,,,,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0196","013",,,,"Fijo","20.61726472","-105.23064678","2010-07"
"1929458","14067611122000282000000000U0","ESCUELA URBANA N1148",,"611122","Escuelas de educación primaria del sector público","6 a 10 personas","CALLE","8 DE AGOSTO","CALLE","10 DE MAYO","OTRO (ESPECIFIQUE)","8 DE QAGOSTO","CALLE","FEDERACIÓN","132",,,,"0",,"COLONIA","12 DEOCTUBRE",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1527","029",,,,"Fijo","20.67339066","-105.1969386","2010-07"
"1773497","14067611112000882000000000U8","ESCUELAS DE EDUCACIÓN PREESCOLAR DEL SECTOR PÚBLICO","SECRETARIA DE EDUCACION PUBLICA ","611112","Escuelas de educación preescolar del sector público","6 a 10 personas","CALLE","RICARDO FLORES MAGON","CALLE","PASCUAL ORTIZ RUBIO","CALLE","JOSE MARIA PINO SUAREZ","CALLE","BENIGNO ESTRELLA","324",,,,,,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","1809","013",,,,"Fijo","20.69956445","-105.2425894","2014-12"
"1907324","14067611122000473001000000U5","ESCUELAS DE EDUCACIÓN PRIMARIA DEL SECTOR PÚBLICO","SECRETARIA DE EDUCACION PUBLICA ","611122","Escuelas de educación primaria del sector público","11 a 30 personas","CALLE","RUTURI","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","RUTURI","6",,,,,,"FRACCIONAMIENTO","ARAMARA",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0478","048","3222251305",,,"Fijo","20.65297438","-105.23071836","2010-07"
"7564607","14067611631000332000000000U3","ESCUELAS DE IDIOMAS DEL SECTOR PRIVADO","AMERICAN ENGLISH TREE INSTITUTE ","611631","Escuelas de idiomas del sector privado","6 a 10 personas","CALLE","RAFAEL OSUNA","CALLE","MILAN","CALLE","LUCERNA","AVENIDA","FRANCISCO VILLA","158",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1673","001","3222761754",,,"Fijo","20.63369205","-105.22579929","2019-11"
"1908818","14067611171000214000000000U0","ESCUELAS DEL SECTOR PRIVADO QUE COMBINAN DIVERSOS NIVELES DE EDUCACIÓN","JARDIN DE NIÑOS LA MARIPOSA DE PUERTO VALLARTA AC","611171","Escuelas del sector privado que combinan diversos niveles de educación","31 a 50 personas","CALLE","JILGUERO","CALLE","CANARIO","CALLE","JILGUERO","CALLE","GOLONDRINA","158",,,,"0",,"COLONIA","FOVISSSTE 96",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","171A","002","3222247490",,"WWW.COLEGIOJJFERNANDEZDELIZARDI.COM","Fijo","20.64266638","-105.21573153","2014-12"
"7564332","14067611621000472000000000U8","ESPIRAL YOGA ESTUDIO ESCUELA DE YOGA","ESPIRAL YOGA ESTUDION ESCUELA DE YOGA ","611621","Escuelas de deporte del sector privado","6 a 10 personas","CALLE","PAVO REAL","PRIVADA","NINGUNO","CALLE","RUISEÑOR","AVENIDA","PEZ VELA","454","B",,,,,"COLONIA","FRACCIONAMIENTO LAS GAVIOTAS",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","001",,,,"Fijo","20.63925591","-105.2131623","2019-11"
"1911201","14067624411000031011000000U3","ESTANCIA INFANTIL JARDINES VALLARTA",,"611111","Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","PASEO DEL ACANTO","CALLE","PASEO DEL GERANIO","CALLE","PASEO DEL HELECHO","CALLE","GUACAMAYO","253",,,,,,"COLONIA","FRACC JARDINES DE LAS GAVIOTAS",,,,"48318","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","034",,,,"Fijo","20.63818311","-105.21988686","2010-07"
"7565706","14067711121000041000000000U1","ESTUDIO DE BAILE FLAMENCO JALEO",,"611611","Escuelas de arte del sector privado","0 a 5 personas","AVENIDA","DE LOS GRANDES LAGOS","CALLE","RIO NILO","CALLE","RIO PAPALOAPAN","CALLE","RÍO MICHIGAN","188",,,,,,"COLONIA","FLUVIAL VALLARTA",,,,"48312","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2597","024","322258888",,,"Fijo","20.64584485","-105.22655199","2019-11"
"9007994","14067611611000251000000000U7","ESTUDIO DE BAILE INTERNACIONAL DE VALLARTA",,"611611","Escuelas de arte del sector privado","0 a 5 personas","CALLE","JUAREZ","CALLE","MINA","CALLE","GALEANA","CALLE","MORELOS","479",,"PLAZA BAUNGARTEN","PISO 1",,,"COLONIA","CENTRO","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA BAUNGARTEN","2","48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1692","021","3222604278","PVFIRSTBALLROOM@GMAIL.COM","WWW.VALLARTAFIRSTBALLROOM.COM","Fijo","20.60969345","-105.23446535","2019-11"
"8691419","14067611621000452000000000S0","FLOTIS KINDERPOOL PUERTO VALLARTA","FLOTIS KINDERPOOL PUERTO VALLARTA S DE RL DE CV","611621","Escuelas de deporte del sector privado","6 a 10 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","NINGUNO","2485",,"PLAZA PENINSULA","ESTACIONAMIENTO",,,"COLONIA","ZONA HOTELERA NORTE","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA PENINSULA","11 Y 12 A","48333","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","029A","001","3221987922",,"WWW.FLOTISKINDERPOOL.COM","Fijo","20.64706447","-105.2385907","2019-11"
"7564387","14067611631000311000000000U7","FREDDY ENGLISH SCHOOL",,"611631","Escuelas de idiomas del sector privado","0 a 5 personas","CALLE","HEROES DE LA PATRIA","CALLE","AGUSTIN MELGAR","CALLE","BENEMERITO DE LAS AMERICAS","CALLE","JUAN ESCUTIA","213",,,,"0",,"COLONIA","VALENTIN GOMEZ FARIAS",,,,"48320","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0849","008","3221035137",,,"Fijo","20.63047132","-105.22311988","2019-11"
"1913112","14067611111000072001000000U8","FRIEDRICH FROEBEL ESCUELA PREESCOLAR",,"611111","Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","LAZARO CARDENAS","CALLE","NARANJO","CALLE","JACARANDAS","CALLE","VENUSTIANO CARRANZA","490",,,,"0",,"COLONIA","EMILIANO ZAPATA",,,,"48380","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2544","006","3222234536","CATYZARI@HOTMAIL.COM",,"Fijo","20.60444053","-105.2310574","2010-07"
"8983676","14067611611000211000000000U1","GALERIA MONTEON",,"611611","Escuelas de arte del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","PROA","CALLE","LOS PEINES","CALLE","QUILLA","14",,,,,,"FRACCIONAMIENTO","MARINA VALLARTA",,,,"48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","014","3221050562",,,"Fijo","20.66378222","-105.2460982","2019-11"
"1773922","14067713943000591011000000S0","GALERIA SAGA NACER ESTUDIO DE PILATES Y YOGA",,"611621","Escuelas de deporte del sector privado","6 a 10 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","NINGUNO","2485",,"EDIFICIO SIN NOMBRE","PISO 1","20",,"COLONIA","ZONA HOTELERA NORTE","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA PENINSULA","C 20","48333","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","029A","001",,,,"Fijo","20.64706447","-105.2385907","2014-12"
"8983774","14067611691000041000000000U4","GLASSE",,"611691","Servicios de profesores particulares","0 a 5 personas","CALLE","OCEANO PACIFICO PONIENTE","CALLE","MAR CARIBE","AVENIDA","PRISCILIANO SANCHEZ","AVENIDA","FRANCISCO MEDINA ASCENCIO","108",,,,"116",,"COLONIA","EL PALMAR DE ARAMARA",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0834","017","3222460815","CONSKAT@HOTMAIL.COM",,"Fijo","20.65465934","-105.23561162","2019-11"
"8448102","14067611621000501000000000U4","GRACIE BRAZILIAN JU JITSU SCHOOL",,"611621","Escuelas de deporte del sector privado","0 a 5 personas","AVENIDA","PRISCILIANO SANCHEZ","CALLE","NINGUNO","AVENIDA","MEXICO","CALLE","MARÍA MONTESSORI","530","7",,,,,"COLONIA","VALLARTA 750",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0478","065",,,,"Fijo","20.65494337","-105.22908242","2019-11"
"1774174","14067624411000461011000000U2","GUARDERIA COMUNIDAD FLOR Y CANTO",,"611111","Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","MAR BLANCO","CALLE","OCEANO ÍNDICO","CALLE","OCEANO PACIFICO PONIENTE","CALLE","MAR EGEO","479",,,,,,"COLONIA","PALMAR DE ARAMARA",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","082A","024","3221141994",,,"Fijo","20.65306983","-105.23649773","2014-12"
"8606580","14067624411000674000000000U0","GUARDERIA DE BOLITA","INSTITUTO DE EDUCACION Y CULTURA PATRIA Y CULTURA SC","611111","Escuelas de educación preescolar del sector privado","31 a 50 personas","CALLE","JUAN ACEVEDO","CALLE","AGUSTIN DE ITURBIDE","CALLE","IGNACIO ALLENDE","CALLE","PAVO REAL","182",,,,"0",,"COLONIA","INDEPENDENCIA",,,,"48327","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","005",,"GUARDERIADEBOLITA@GMAIL.COM",,"Fijo","20.63966573","-105.2109852","2019-11"
"1774181","14067624411000471011000000U1","GUARDERIA LA CASA DEL ARBOL",,"611111","Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","MAR DEL SUR","CALLE","OCEANO ÍNDICO","CALLE","OCEANO PACIFICO","CALLE","OCÉANO PACÍFICO","456",,,,,,"COLONIA","PALMAR DE ARAMARA",,,,"48314","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","082A","040","3222220678",,,"Fijo","20.65248929","-105.23709436","2014-12"
"9052161","14067611631000373000000000S7","HARMON HALL","HARMON HALL OPERADORA AC","611631","Escuelas de idiomas del sector privado","11 a 30 personas","CALLE","NICARAGUA","AVENIDA","MEXICO","CALLE","PERU","CALLE","SAN SALVADOR","1303",,"EDIFICIO PERU","PISO 2","19",,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0181","033",,"VALLARTA@HARMONHAL.EDU.MX","HARMONHALL.COM","Fijo","20.61987128","-105.23065776","2019-11"
"8447650","14067611511000231000000000U1","IDEFT",,"611511","Escuelas del sector privado dedicadas a la enseñanza de oficios","0 a 5 personas","CALLE","HIDALGO","CALLE","REVOLUCION","CALLE","LAZARO CARDENAS","CALLE","ABASOLO","287",,,,,,"COLONIA","PITILLAL CENTRO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0529","027","3221078150",,,"Fijo","20.65434557","-105.21859215","2019-11"
"7564734","14067611161000153000000000U1","INSTITUTO AMERICANO DE VALLARTA","CENTRO DE ESTUDIOS VALLARTENSE AC","611161","Escuelas de educación media superior del sector privado","11 a 30 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","SIERRA PIRINEOS","CALLE","SIERRA ACONCAGUA","CALLE","RAFAEL OSUNA","1774",,,,"0",,"COLONIA","OLIMPICA",,,,"48330","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0105","009","3221012400","ADMINISTRACION@IHAVALLARTA.COM","WWW.IHAVALLARTA.COM","Fijo","20.62928405","-105.22921316","2019-11"
