"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6265177","14067623991000011000010008S7","CUERPO PUERTO VALLARTA","EJERCITO DE SALVACION AC","623991","Orfanatos y otras residencias de asistencia social del sector privado","0 a 5 personas","CALLE","GUANAJUATO","CALLE","GUERRERO","CALLE","MICHOACAN","CALLE","AGUASCALIENTES","293",,,,"1",,"COLONIA","MOJONERAS",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1480","009",,,"WWW.EJERCITODESALVACIONMEXICO.MX","Fijo","20.6850774","-105.22462011","2010-07"
"9129423","14067624199000103000000000U1","DELEGACION INSTITUCIONAL PARA NIÑOS NIÑAS Y ADOLECENTES","H. AYUNTAMIENTO DE PUERTO VALLARTA ","624199","Otros servicios de orientación y trabajo social prestados por el sector público","11 a 30 personas","CALLE","PASEO DE LAS PALMAS","CALLE","HEROES DE LA PATRIA","CALLE","PASEO DE LAS PALMAS","AVENIDA","EMILIANO ZAPATA","533",,,,,,"COLONIA","SANTA MARIA",,,,"48320","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0849","012","3222259936",,,"Fijo","20.62674911","-105.22392101","2019-11"
"8881981","14067621211002292000000000U6","DENTAL ALEMAN","DENTAL ALEMAN ","621211","Consultorios dentales del sector privado","6 a 10 personas","CALLE","POPA","CALLE","MASTIL","AVENIDA","PASEO DE LA MARINA","AVENIDA","PASEO DE LA MARINA","12",,,,,,"FRACCIONAMIENTO","MARINA VALLARTA",,,,"48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","008","3221940440","DENTALALEMAN@GMAIL.COM","WWW.DENTALALEMAN.COM","Fijo","20.66699414","-105.24940435","2019-11"
"1777212","14067621211001193000000000U7","DENTAL AVANT GARDE","DENTAL AVANT GARDE SC","621211","Consultorios dentales del sector privado","11 a 30 personas","CALLE","RUISEÑOR","CALLE","CARDENAL","CALLE","PAVO REAL","AVENIDA","PEZ VELA","227",,,,,"92","COLONIA","LAS ARALIAS II",,,,"48328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2309","001",,,,"Fijo","20.63919078","-105.21447335","2014-12"
"7565818","14067621211002211000000000U6","DENTAL BOUTIQUE RODGUARD",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","LOS TULES","CALLE","VIENA","CALLE","ESPAÑA","PRIVADA","MELCHOR OCAMPO","116",,"HOSPITAL, CENTRO MEDICO O CLINICA","PISO 2","25",,"COLONIA","DIAZ ORDAZ","HOSPITAL, CENTRO MEDICO O CLINICA","MEDICA VALLARTA","25","48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","038",,,,"Fijo","20.63971971","-105.23220651","2019-11"
"1779239","14067621211001461000000000U8","DENTAL CARE",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","LAZARO CARDENAS","CALLE","CONSTITUCION","CALLE","IGNACIO LUIS VALLARTA","CALLE","VENUSTIANO CARRANZA","278",,,,,,"COLONIA","EMILIANO ZAPATA",,,,"48380","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0251","016",,"DR.ANGIE@OUTLOOK.COM",,"Fijo","20.60350697","-105.23563728","2014-12"
"1963929","14067621211001033000000000U5","DENTAL CARE CENTER",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","BASILIO BADILLO","CALLE","AGUACATE","CALLE","INSURGENTES","CALLE","VENUSTIANO CARRANZA","377",,,,,,"COLONIA","EMILIANO ZAPATA",,,,"48380","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0251","001",,,"WWW.DENTALCARECENTERPV.COM","Fijo","20.60279112","-105.2333041","2010-07"
"7499945","14067621211002031000000000U8","DENTAL DOCTORS PV",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","JOSE MARIA PINO SUAREZ","CALLE","REVOLUCION","CALLE","ÁLVARO OBREGON","CALLE","PASCUAL ORTIZ RUBIO","198","B",,,,,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","0694","013","3221177252","DENTALDOSCTORSPV@HOTMAIL.COM",,"Fijo","20.69807912","-105.24404795","2019-11"
"1929346","14067621211000251000000000U4","DENTAL ESQUEDA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","MIRAMAR","CALLE","VERACRUZ","CALLE","ETZIQUIO CORONA","CALLE","ALAMEDA","435",,,,,,"COLONIA","EL CALVARIO",,,,"48298","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0514","012","3221409095","DENTALESQUEDA@HOTMAIL.ES",,"Fijo","20.65771936","-105.21999921","2014-12"
"1774523","14067621211001371000000000U9","DENTAL MARINA REAL",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","MARINA REAL","CALLE","MARINA PALMIRA","CALLE","ENCINO","CALLE","MARINA HACIENDA DEL MAR","605",,,,"0",,"RESIDENCIAL","ALBATROS",,,,"48315","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2154","026","3221408296","MARTHAELENADELGADO@YAHOO.COM.MX",,"Fijo","20.65663212","-105.22528851","2014-12"
"1773977","14067621211001541000000000S7","DENTAL MED VALLARTA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","ALBATROS","CALLE","GANSOS","CALLE","GANSOS","8","KM",,,"30","D Y D 30","COLONIA","MARINA VALLARTA",,,,"48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","011",,"DRSANTANA@DENTALMED.MX",,"Fijo","20.67344418","-105.25084967","2014-12"
"1963391","14067621211000261000000000U3","DENTAL OFFICE",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","IGNACIO LUIS VALLARTA","CALLE","VENUSTIANO CARRANZA","CALLE","BASILIO BADILLO","CALLE","PINO SUÁREZ","322",,,,"0",,"COLONIA","EMILIANO ZAPATA",,,,"48380","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0247","013","3222225359","INFO@PVDENTALHEALTHCARE.COM","WWW.PVDENTALHEALTHCARE.COM","Fijo","20.60272819","-105.23584599","2010-07"
"9257842","14067621211002351000000000U0","DENTAL OFFICE PV",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","AVENIDA","FRANCISCO VILLA","AVENIDA","LAS AMERICAS","AVENIDA","FRANCISCO VILLA","1630","B",,,,,"COLONIA","LAZARO CARDENAS",,,,"48330","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0124","047",,,,"Fijo","20.62585638","-105.22984134","2020-11"
"7480504","14067621211001671000000000U2","DENTAL PITILLAL",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","VICENTE GUERRERO","CALLE","20 DE NOVIEMBRE","CALLE","INDEPENDENCIA","CALLE","JUÁREZ","149",,,,,,"COLONIA","PITILLAL CENTRO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0073","002",,,,"Fijo","20.65207963","-105.21729136","2019-11"
"9181103","14067621211002311000000000U4","DENTAL PV",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","DE LOS GRANDES LAGOS","CALLE","NINGUNO","CALLE","RIO YAQUI","AVENIDA","DE LOS GRANDES LAGOS","11",,,,"0",,"RESIDENCIAL","FLUVIAL VALLARTA",,,,"48312","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","086","3221200593","BLADINIERES.ERIKA@GMAIL.COM",,"Fijo","20.65325989","-105.22554792","2019-11"
"1778326","14067621211001471000000000U7","DENTAL ROMA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","BRASILIA","CALLE","COSTA RICA","CALLE","ECUADOR","CALLE","GUATEMALA","430",,,,,,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0181","007","3221276981","GVALENZUELA753@GIMAIL.COM",,"Fijo","20.62243766","-105.2271068","2014-12"
"1908690","14067621211000241000000000U5","DENTAL SPA VALLARTA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","DAVID ALFARO SIQUEIROS","PROLONGACION","PABLO PICASSO","CALLE","CLEMENTE OROZCO","1989",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","0","F2","COLONIA","LAS GLORIAS","CENTRO Y PLAZA COMERCIAL","VILLA VALLARTA","F2","48333","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1669","019","3221087992","DENTALSPAVALLARTA@HOTMAIL.COM",,"Fijo","20.63432668","-105.23061526","2010-07"
"7480419","14067621211001641000000000U5","DENTAL TRINUM",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","POLITECNICO NACIONAL","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","FACULTAD DE DERECHO","CALLE","PREPARATORIA","78",,"EDIFICIO SIN NOMBRE","PISO 1","101",,"COLONIA","EDUCACION","EDIFICIO COMERCIAL Y DE SERVICIOS","EDIFICIO VELERO","101","48338","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1743","028",,,,"Fijo","20.65921031","-105.24089009","2019-11"
"8983384","14067621211001731000000000U4","DENTISTA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","HORTENSIA","CALLE","GLADIOLA","CALLE","AMARANTO","CALLE","NINGUNO","1288",,,,,,"COLONIA","LA FLORESTA",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","196A","001",,,,"Fijo","20.66698267","-105.22009006","2019-11"
"1928843","14067621211000641000000000U6","DENTISTA",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","LAZARO CARDENAS","CALLE","FRANCISCO I. MADERO","CALLE","ALDAMA","CALLE","REVOLUCIÓN","281",,,,,,"COLONIA","EL PITILLAL CENTRO",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0073","025",,,,"Fijo","20.65294991","-105.21591512","2010-07"
"1910749","14067621211000061000000000U7","DENTISTA CIENCIA Y ARTE",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","MORELOS","CALLE","JUAREZ","CALLE","ABASOLO","174",,,,,,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1688","020",,,,"Fijo","20.61197083","-105.23339848","2010-07"
"9012856","14067621211001931000000000U0","DENTISTA DENTI CARE",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","MORELOS","CALLE","PIPILA","CALLE","ALLENDE","CALLE","PASEO DÍAZ ORDAZ","839","A",,,,,"COLONIA","PUERTO VALLARTA CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0213","042",,"PV.DENTICERE@GMAIL.COM",,"Fijo","20.61337333","-105.23260268","2019-11"
"1909432","14067621211000651000000000U5","DENTISTA ISRAEL",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","GUATEMALA","AVENIDA","MEXICO","CALLE","PERU","CALLE","SAN SALVADOR","190",,,,"0",,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0181","034","3223560062","ISRAELMORGADO@HOTMAIL.COM",,"Fijo","20.62144639","-105.23042243","2010-07"
"1773443","14067621211001211000000000U7","DENTISTA SIN NOMBRE",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","FRANCISCO I. MADERO","CALLE","REVOLUCION","CALLE","ÁLVARO OBREGON","CALLE","LÁZARO CÁRDENAS","168",,,,"0",,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","0694","025","3222900605",,,"Fijo","20.70040774","-105.24607062","2014-12"
"1963749","14067621211000701000000000U8","DENTISTA Y RAYOS X",,"621211","Consultorios dentales del sector privado","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","CONSTITUCION","CALLE","IGNACIO LUIS VALLARTA","CALLE","5 DE FEBRERO","281",,,,,,"COLONIA","EMILIANO ZAPATA",,,,"48380","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0251","031",,,,"Fijo","20.60476102","-105.23583382","2010-07"
"1907198","14067621511000141000000000U0","DENTOIMAGEN",,"621511","Laboratorios médicos y de diagnóstico del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","ALBATROS","CALLE","GANSOS","AVENIDA","FRANCISCO MEDINA ASCENCIO","8",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","26","D","COLONIA","MARINA VALLARTA","CENTRO Y PLAZA COMERCIAL","PLAZA MARINA","D 26","48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","011","3222211425","DENTOIMAGENMARINA@HOTMAI.COM","WWW.DENTOIMAGEN.COM","Fijo","20.67251641","-105.2504509","2010-07"
"7500050","14067621113001232000000000U1","DERMA ELITE",,"621113","Consultorios de medicina especializada del sector privado","6 a 10 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","ALBATROS","CALLE","GANSOS","CALLE","GANSOS","17","G",,,"0",,"COLONIA","MARINA VALLARTA",,,,"48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","011",,"ASIS_DERMA@HOTMAIL.COM",,"Fijo","20.67336372","-105.25081792","2019-11"
"8984322","14067621113000851000000000U9","DERMATOLOGA ALMA VARGAS",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","AVENIDA","LOS TULES","CALLE","ESPAÑA","CALLE","RIO AMARILLO","CALLE","MELCHOR OCAMPO","158",,,,,,"COLONIA","LOS TABACHINES",,,,"48312","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","035",,,,"Fijo","20.64142384","-105.23161714","2019-11"
"8984323","14067621113000861000000000U8","DERMATOLOGA CECILIA SANDOVAL TRESS",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","AVENIDA","LOS TULES","CALLE","ESPAÑA","CALLE","RIO AMARILLO","CALLE","MELCHOR OCAMPO","158",,,,,,"COLONIA","LOS TABACHINES",,,,"48312","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","035",,,,"Fijo","20.64142384","-105.23161714","2019-11"
"1936719","14067624412000021000000000S2","DESAYUNO PARA LOS NIÑOS DE VALLARTA","DESAYUNO PARA LOS NIÑOS DE VALLARTA AC","624411","Guarderías del sector privado","0 a 5 personas","PRIVADA","FRANCISCO GONZALEZ BOCANEGRA","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","PEDRO VELEZ","CALLE","CALLEJON NACOA","117",,,,,,"COLONIA","GUADALUPE VICTORIA",,,,"48317","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0942","003",,,,"Fijo","20.68260701","-105.24001402","2010-07"
"1907165","14067621331000301000000000U3","DIAGNOSTICO Y TRATAMIENTO PARA NIÑOS Y ADULTOS PASOS ADELANTE","PASOS ADELANTE CENTRO MULTISENSORIAL DE PUERTO VALLARTA SC","621331","Consultorios de psicología del sector privado","0 a 5 personas","AVENIDA","FRANCISCO MEDINA ASCENCIO","CALLE","ALBATROS","CALLE","GANSOS","CALLE","GANSOS","10","C",,,"10","C Y C 10 11","COLONIA","MARINA VALLARTA",,,,"48335","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0726","011","3222210020","MPRIESTLEY54@GMAIL.COM","WWW.PASOSADELANTEPV.COM","Fijo","20.67131409","-105.24991517","2010-07"
"1777063","14067624411000542000000000U9","DIDACTICS",,"624411","Guarderías del sector privado","6 a 10 personas","CALLE","NIZA","CALLE","RIO AMARILLO","CALLE","ESPAÑA","CALLE","ROMA","269",,,,"0",,"COLONIA","DIAZ ORDAZ",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0302","055",,"DIDACTICSMR@GMAIL.COM",,"Fijo","20.64009437","-105.22798075","2014-12"
"8361645","14067624122000021000000000U7","DIF ETERNA JUVENTUD","AYU7NTAMIENTO DE PUERTO VALLARTA ","624122","Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados","0 a 5 personas","CALLE","JAVIER MINA","OTRO (ESPECIFIQUE)","JAVIER MINA","CALLE","HIDALGO","CALLE","JUAN ALDAMA","0","SN",,,"0",,"COLONIA","INDEPENDENCIA",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0961","002","2259936",,,"Fijo","20.64573987","-105.20980485","2019-11"
"1774940","14067621111000551000000000U9","DISPENSARIO MEDICO MOJONERAS","CTM MOJONERAS ","621111","Consultorios de medicina general del sector privado","0 a 5 personas","CALLE","NAYARIT","OTRO (ESPECIFIQUE)","NAYARIT","CALLE","ZACATECAS","CALLE","JALISCO","404",,,,,,"COLONIA","LAS MOJONERAS",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2188","024","3221282725",,,"Fijo","20.68750469","-105.22580478","2014-12"
"7499640","14067624191000971000000000U8","DISTRITO 21 AREA DF NORTE","ALCOHOLICOS ANONIMOS AC","624191","Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones","0 a 5 personas","CALLE","JOSE JUSTO CORRO","CALLE","PEDRO VELEZ","CALLE","JOSE MARIA BUSTAMANTE","CALLE","PEDRO VÉLEZ","253",,,,"0",,"COLONIA","GUADALUPE VICTORIA",,,,"48317","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2173","004",,,,"Fijo","20.68210704","-105.23819219","2019-11"
"1909410","14067621111000811000000000U7","DOCTOR BALTAZAR",,"621111","Consultorios de medicina general del sector privado","0 a 5 personas","CALLE","SAN SALVADOR","CALLE","COLOMBIA","CALLE","BRASIL","CALLE","GUATEMALA","283",,,,,,"COLONIA","5 DE DICIEMBRE",,,,"48350","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0181","015","3221372118","BALTAZARARTEAGA@HOTMAIL.COM",,"Fijo","20.62050984","-105.22941916","2010-07"
"9007733","14067621113001101000000000U8","DR CIRUJANO OCTAVIO ESCOTO",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","AVENIDA","LOS TULES","CALLE","VIENA","CALLE","ESPAÑA","PRIVADA","MELCHOR OCAMPO","136",,"HOSPITAL, CENTRO MEDICO O CLINICA","PISO 2","216",,"COLONIA","CONDOMINIO PUERTO DE LUNA","HOSPITAL, CENTRO MEDICO O CLINICA","VALLARTA MEDICAL CENTER","216","48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","038",,,,"Fijo","20.64000618","-105.23209546","2019-11"
"7615112","14067621341000191000000000U7","EKILIBRIUM 0STEOPATIA INTEGRAL Y REEDUCACION FUNCIONAL POSTURAL",,"621341","Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje","0 a 5 personas","PROLONGACION","ALDAMA","CALLE","JESUS MEZA","CALLE","RAMON CORONA","CALLE","DEGOLLADO","110",,,,,,"COLONIA","CENTRO DE SALUD",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","0637","001","3221073703",,,"Fijo","20.71656239","-105.20002471","2019-11"
"1775164","14067621331000291000000000U6","EMOCIONES",,"621331","Consultorios de psicología del sector privado","0 a 5 personas","CALLE","VERACRUZ","CALLE","INDEPENDENCIA","CALLE","20 DE NOVIEMBRE","CALLE","ETZIQUIO CORONA","238","1",,,,,"COLONIA","EL PITILLAL",,,,"48298","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0552","014",,,,"Fijo","20.65338975","-105.22173778","2014-12"
"9116344","14067621331000501000000000U8","EMOCIONES",,"621331","Consultorios de psicología del sector privado","0 a 5 personas","CALLE","VERACRUZ","CALLE","INDEPENDENCIA","CALLE","20 DE NOVIEMBRE","CALLE","ETZIQUIO CORONA","238","4",,,,,"COLONIA","EL PITILLAL",,,,"48298","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0552","014","3221355394",,,"Fijo","20.65350639","-105.22169099","2019-11"
"8984319","14067621113000841000000000U0","ENDOCRINOLOGA LILIAN DAVALOS PITAS",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","AVENIDA","LOS TULES","CALLE","ESPAÑA","CALLE","RIO AMARILLO","CALLE","MELCHOR OCAMPO","158",,,,,,"COLONIA","LOS TABACHINES",,,,"48312","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2582","035",,,,"Fijo","20.64142384","-105.23161714","2019-11"
"1934463","14067722110001083000000000U2","ESCUELA 21 DE MARZO","SECRETARÍA DE EDUCACIÓN PÚBLICA ","624212","Servicios de alimentación comunitarios prestados por el sector público","11 a 30 personas","CALLE","EMILIANO ZAPATA","CALLE","RICARDO FLORES MAGON","CALLE","REVOLUCION","CALLE","RICARDO FLORES MAGÓN","191",,,,"0",,"COLONIA","DE LAS JUNTAS DELEGACION",,,,"48291","14","JALISCO","067","Puerto Vallarta","0031","Las Juntas","068A","013",,"14EPR0430P@GMAIL.COM",,"Fijo","20.70199428","-105.24611191","2010-07"
"1965092","14067624312000013000000000U1","ESCUELA DE CAPACITACION PARA EL TRABAJO","SECRETARÍA DE EDUCACIÓN PÚBLICA ","624312","Servicios de capacitación para el trabajo prestados por el sector público para personas desempleadas, subempleadas o discapacitadas","31 a 50 personas","CALLE","HIDALGO","CALLE","GUERRERO","CALLE","ZARAGOZA","CALLE","MATAMOROS","300",,,,,,"COLONIA","CENTRO",,,,"48300","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0247","033","3222230294","CECATI63@PRODIGY.NET.MX","WWW.CECATI63.EDU.MX","Fijo","20.60788904","-105.23520992","2010-07"
"1777229","14067621113000661000000000U2","ESPECIALIDADES ALPHA MÉDICA",,"621113","Consultorios de medicina especializada del sector privado","0 a 5 personas","CALLE","CARLOS JONGUITUD BARRIOS","CALLE","LAS PALMAS","CALLE","FRANCISCO VILLA","CALLE","LAS PALMAS","516",,,,,,"COLONIA","FOVISSSTE 100",,,,"48313","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2597","029","3222258263",,,"Fijo","20.64688749","-105.2204463","2014-12"
"7500220","14067624411000642000000000U7","ESTANCIA INFANTIL ACUARELA MAGICA",,"624411","Guarderías del sector privado","6 a 10 personas","CALLE","18 DE MARZO","CALLE","SUIZA","CALLE","ITALIA","CALLE","21 DE MARZO","1234",,,,,,"COLONIA","LOMAS DE COAPINOLE",,,,"48290","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","1279","007",,,,"Fijo","20.65758899","-105.20218059","2019-11"
"1774507","14067624412000211000000000U9","ESTANCIA INFANTIL ARCOIRIS",,"624412","Guarderías del sector público","0 a 5 personas","CALLE","CAOBA","AVENIDA","ARBOLEDAS","CALLE","ENCINO","CALLE","PINO","618",,,,"0",,"COLONIA","LAS ARBOLEDAS",,,,"48315","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2154","002",,,,"Fijo","20.66012874","-105.2255816","2014-12"
"1932645","14067624412000153000000000U3","ESTANCIA INFANTIL CADI IXTAPA","SISTEMA DIF ","624412","Guarderías del sector público","11 a 30 personas","CALLE","VALENTIN GOMEZ FARIAS","CALLE","MARIANO OTERO","CALLE","JOSE CLEMENTE OROZCO","CALLE","DOCTOR JOSÉ MARÍA LUIS MORA","637",,,,,,"COLONIA","IXTAPA CENTRO",,,,"48280","14","JALISCO","067","Puerto Vallarta","0028","Ixtapa","100A","038","3222810781",,,"Fijo","20.7163351","-105.20669006","2010-07"
"1775231","14067624411000091001000000U7","ESTANCIA INFANTIL CRECIENDO JUNTOS",,"624411","Guarderías del sector privado","6 a 10 personas","CALLE","ALAMEDA","CALLE","JALISCO","CALLE","TAMPICO","CALLE","MIRAMAR","327",,,,"0",,"COLONIA","BOBADILLA",,,,"48298","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0514","015","322299384","ESTANCIA_CRECIENDOJUNTOS@HOTMAIL.COM",,"Fijo","20.65754239","-105.22174401","2010-07"
"7565143","14067624412000225000000000U9","ESTANCIA INFANTIL CRICHTON COLLEGE","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","624412","Guarderías del sector público","51 a 100 personas","CALLE","JUAN ESCUTIA","CALLE","PASEO VENA","PRIVADA","SAN BLAS","CALLE","PEZ ESPADA","111",,,,,,"COLONIA","LAS GAVIOTAS",,,,"49328","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2563","018",,,,"Fijo","20.632175","-105.21997033","2019-11"
"1911452","14067624411000081000000000U8","ESTANCIA INFANTIL EL MUNDO DE LOS CHIKITINES",,"624411","Guarderías del sector privado","0 a 5 personas","CALLE","PUERTO PROGRESO","CALLE","PUERTO TOPOLOBAMPO","AVENIDA","PUERTO LAS PEÑAS","CALLE","PUERTO MANZANILLO","191",,,,"0",,"COLONIA","RAMBLASES",,,,"48343","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0497","002","3222259125","ESTANCIAELMUNDOPV@GMAIL.COM",,"Fijo","20.62898777","-105.20712412","2010-07"
"1778334","14067624411000492000000000U7","ESTANCIA INFANTIL GARABATO",,"624411","Guarderías del sector privado","6 a 10 personas","CALLE","BOLIVIA","CALLE","SAN SALVADOR","CALLE","NICARAGUA","CALLE","BRASIL","1321",,,,,,"COLONIA","5 DE DICIEMBRE",,,,"48315","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0181","003",,,,"Fijo","20.61997289","-105.2286381","2014-12"
"1912697","14067624411000363000000000U0","ESTANCIA INFANTIL MI BEBE FELIZ",,"624411","Guarderías del sector privado","6 a 10 personas","CALLE","13 DE SEPTIEMBRE","CALLE","MANATI","CALLE","HEROICO COLEGIO MILITAR","CALLE","JUAN ESCUTIA","219","A",,,,,"COLONIA","NIÑOS HEROES",,,,"48325","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","2578","028",,"MIBEBEFELIZ_2007@HOTMAIL.COM",,"Fijo","20.63276298","-105.21754577","2010-07"
"9103434","14067624411000681000000000U5","ESTANCIA INFANTIL MI ESCUELITA",,"624411","Guarderías del sector privado","0 a 5 personas","CALLE","ESPAÑA","PRIVADA","PEZ GALLO","CALLE","HAMBURGO","CALLE","CIRCUNVALACIÓN DEL RÓBALO","325",,,,,,"COLONIA","VERSALLES",,,,"48310","14","JALISCO","067","Puerto Vallarta","0001","Puerto Vallarta","0302","067","3228894763",,,"Fijo","20.63780096","-105.22525735","2019-11"
